choraleNumber,voiceType,amountOfArpeggiation,averageMelodicInterval,durationOfMelodicIntervals,repeatedNotes,melodicTempiIndivLines,rangeIndivVoices,stepwiseMinusChromaticIndiv
160,S,0.260869565,1.623188406,22,0.173913043,2.793663254,0.674540155,0.449275362
161,B,0.244444444,2.844444444,7.8,0.066666667,-0.27546451,-0.019674202,0.4
161,T,0.435897436,1.58974359,15.5,0.358974359,0.695564717,-1.156667528,0.205128205
161,A,0.25,1.7,7,0.225,0.524613462,-0.785048527,0.375
161,S,0.315789474,1.842105263,11.66666667,0.157894737,0.870815464,-1.53935469,0.578947368
162,B,0.222222222,3.333333333,19.66666667,0.047619048,-1.376383702,4.1566801,0.333333333
162,T,0.2,1.963636364,17,0.127272727,-0.422699086,1.560098093,0.472727273
162,A,0.448979592,1.591836735,23,0.326530612,0.369906842,1.057227317,0.306122449
162,S,0.363636364,1.636363636,13.33333333,0.227272727,1.102434395,0.36301296,0.431818182
163,B,0.185185185,2.740740741,16.66666667,0.055555556,-0.295955152,0.986067349,0.333333333
163,T,0.210526316,1.964912281,13.25,0.140350877,-0.670645174,0.100509411,0.385964912
163,A,0.346153846,1.884615385,16.33333333,0.211538462,-0.036402694,-0.27110959,0.384615385
163,S,0.24,1.94,15.66666667,0.1,0.232028639,0.925975543,0.44
164,B,0.246153846,3.369230769,15.25,0.030769231,-1.600854195,1.811533481,0.430769231
164,T,0.193548387,1.935483871,14,0.14516129,-1.262288368,0.291852992,0.403225806
164,A,0.322033898,1.559322034,18,0.254237288,-0.911817976,-0.785048527,0.372881356
164,S,0.25,1.895833333,10.5,0.166666667,0.510426057,-0.653796752,0.458333333
165,B,0.136986301,2.684931507,35,0.01369863,-0.418328881,2.636999612,0.328767123
165,T,0.275362319,1.913043478,16,0.173913043,-0.026709972,0.040417605,0.405797101
165,A,0.333333333,1.694444444,7.75,0.25,-0.32216951,-0.533613139,0.472222222
165,S,0.310344828,1.879310345,10,0.224137931,1.169015007,-0.653796752,0.431034483
166,B,0.137254902,2.784313725,24.5,0.039215686,0.096639083,1.17741093,0.411764706
166,T,0.346153846,2.096153846,16.33333333,0.192307692,-0.036402694,1.17741093,0.346153846
166,A,0.203389831,1.559322034,13.5,0.152542373,-0.911817976,0.291852992,0.457627119
166,S,0.292682927,2,8.75,0.170731707,1.583854993,-0.90523214,0.512195122
167,B,0.254545455,3.309090909,7.833333333,0.036363636,-1.680340785,2.445656031,0.327272727
167,T,0.264150943,1.471698113,7.833333333,0.20754717,-1.415180772,-1.227827496,0.320754717
167,A,0.377777778,1.422222222,6.8,0.266666667,-0.27546451,-1.670606465,0.311111111
167,S,0.181818182,1.909090909,3.333333333,0.113636364,-0.121929307,-2.364820822,0.5
168,B,0.318181818,3.772727273,5.285714286,0,-0.121929307,0.925975543,0.295454545
168,T,0.255319149,1.595744681,8,0.191489362,-0.574231912,-0.342269558,0.404255319
168,A,0.272727273,1.590909091,13.66666667,0.204545455,-0.121929307,-0.211017783,0.272727273
168,S,0.19047619,2,3.222222222,0.095238095,0.194409565,-2.364820822,0.476190476
169,B,0.271186441,3.406779661,13.75,0.033898305,-0.362860277,0.231761186,0.237288136
169,T,0.285714286,1.839285714,17.33333333,0.196428571,-0.002805204,-0.211017783,0.339285714
169,A,0.388888889,1.444444444,5.25,0.314814815,0.246734277,-2.364820822,0.351851852
169,S,0.276595745,1.787234043,7.8,0.212765957,1.194956745,-1.730698272,0.319148936
170,B,0.225352113,4.338028169,10.66666667,0.014084507,-0.22487889,2.636999612,0.267605634
170,T,0.416666667,1.928571429,20,0.285714286,-1.412838464,0.231761186,0.261904762
170,A,0.317073171,1.841463415,26.33333333,0.219512195,-1.239603604,0.674540155,0.329268293
170,S,0.26984127,2.111111111,14.75,0.126984127,0.600534334,0.171669379,0.349206349
171,B,0.366666667,3.666666667,8.333333333,0.066666667,1.277669591,0.051485766,0.233333333
171,T,0.35,1.425,6.4,0.3,-0.466349154,-1.670606465,0.4
171,A,0.424242424,2.03030303,3,0.212121212,0.708631395,-2.364820822,0.212121212
171,S,0.3125,2.46875,6.75,0.09375,0.893002002,-1.287919303,0.40625
172,B,0.25,2.914285714,45.66666667,0.042857143,-2.219680946,3.52255755,0.314285714
172,T,0.3125,2.243055556,23,0.138888889,-2.425721913,0.54328838,0.430555556
172,A,0.232876712,1.671232877,14.88888889,0.143835616,-2.527515657,0.100509411,0.376712329
172,S,0.28,1.97,12.71428571,0.15,0.098000109,-0.402361365,0.43
173,B,0.213333333,2.853333333,24,0.026666667,-0.792524063,2.888435,0.4
173,T,0.385714286,1.828571429,12.4,0.271428571,-0.32216951,-0.845140334,0.385714286
173,A,0.324324324,1.351351351,17.5,0.256756757,-0.700460244,-1.096575721,0.405405405
173,S,0.333333333,1.578947368,8.333333333,0.210526316,1.051434756,-1.982133659,0.421052632
174,B,0.24,3.36,15,0.04,0.811551139,2.194220643,0.36
174,T,0.4,1.966666667,14,0.266666667,-0.367321812,-0.402361365,0.366666667
174,A,0.403508772,1.754385965,12.5,0.333333333,-0.032223514,-0.522544978,0.350877193
174,S,0.155555556,1.866666667,6.5,0.088888889,1.483197788,-0.90523214,0.533333333
175,B,0.2,2.693333333,36,0.04,-1.056581462,3.331213969,0.36
175,T,0.305555556,1.555555556,22.66666667,0.25,-0.76802423,-0.653796752,0.486111111
175,A,0.424242424,1.454545455,20.66666667,0.333333333,-0.160947874,0.231761186,0.363636364
175,S,0.258064516,1.870967742,8.666666667,0.129032258,0.270543405,-0.90523214,0.483870968
176,B,0.191780822,3.178082192,35,0.02739726,-0.865214703,3.079778581,0.410958904
176,T,0.272727273,2.051948052,14.4,0.207792208,-1.244186932,-0.019674202,0.428571429
176,A,0.347222222,1.694444444,22.66666667,0.222222222,-0.76802423,1.117319124,0.402777778
176,S,0.21875,1.8125,9,0.125,0.051790872,-0.90523214,0.5
177,B,0.230769231,3.230769231,18.5,0.025641026,-1.336668454,2.194220643,0.397435897
177,T,0.304878049,2.158536585,10.71428571,0.134146341,-1.69852931,-0.019674202,0.475609756
177,A,0.267605634,1.676056338,22.66666667,0.211267606,-0.669773212,0.483196574,0.394366197
177,S,0.258064516,1.870967742,8.666666667,0.129032258,0.270543405,-0.90523214,0.467741935
178,B,0.25,3.272727273,4.375,0,-0.987004517,-0.402361365,0.409090909
178,T,0.276595745,2.468085106,4.875,0.106382979,-1.440551318,-1.036483915,0.382978723
178,A,0.32,1.92,7.166666667,0.18,-1.87509376,-0.653796752,0.36
178,S,0.142857143,2,10.66666667,0.057142857,0.533888867,-0.90523214,0.485714286
179,B,0.25,2.833333333,8.6,0.0625,-2.264862149,0.865883736,0.395833333
179,T,0.272727273,2.136363636,10,0.113636364,-1.634887241,-0.402361365,0.431818182
179,A,0.272727273,1.727272727,9.75,0.159090909,-1.634887241,-1.922041853,0.477272727
179,S,0.1,1.9,12.33333333,0.05,-0.96597708,-0.90523214,0.525
180,B,0.191780822,3.150684932,23.33333333,0.04109589,0.645816824,1.057227317,0.342465753
180,T,0.384615385,1.428571429,13.83333333,0.307692308,-0.73994574,-1.287919303,0.362637363
180,A,0.341463415,1.487804878,10.42857143,0.292682927,-0.077390274,-1.036483915,0.390243902
180,S,0.275862069,1.344827586,10.6,0.224137931,2.05135202,-1.730698272,0.431034483
181,B,0.214285714,2.619047619,9.5,0.047619048,-0.510475699,1.17741093,0.238095238
181,T,0.29787234,1.936170213,8,0.14893617,-1.291656613,-0.019674202,0.361702128
181,A,0.214285714,1.547619048,5.833333333,0.19047619,-0.510475699,-0.533613139,0.476190476
181,S,0.236842105,1.868421053,8.5,0.105263158,0.169812478,0.040417605,0.473684211
182,B,0.225806452,2.935483871,19.66666667,0.016129032,-1.875038755,2.194220643,0.306451613
182,T,0.293103448,2.189655172,7.285714286,0.137931034,-1.39413059,-0.593704946,0.362068966
182,A,0.293103448,1.879310345,5.444444444,0.155172414,-1.39413059,-1.670606465,0.25862069
182,S,0.3,1.425,12,0.225,1.162969171,-2.173477241,0.5
183,B,0.155172414,3.24137931,13.5,0,0.141987789,1.308662705,0.344827586
183,T,0.357142857,1.75,17.66666667,0.25,0.378779162,-0.019674202,0.410714286
183,A,0.263157895,1.789473684,12.5,0.175438596,0.25944593,-1.53935469,0.438596491
183,S,0.282608696,2.391304348,8,0.065217391,1.701023959,-0.90523214,0.456521739
184,B,0.279069767,3.127906977,18.11111111,0.005813953,-1.81198355,3.582649357,0.401162791
184,T,0.196319018,2.251533742,19.25,0.085889571,-1.425521327,1.17741093,0.411042945
184,A,0.225,2.1,52.33333333,0.06875,-1.293472229,1.751441674,0.35625
184,S,0.147058824,2,15.83333333,0.058823529,1.9189288,0.674540155,0.401960784
185,B,0.302325581,3.720930233,13.33333333,0,-1.471724674,1.822601642,0.325581395
185,T,0.35,1.9,7,0.275,-0.96597708,-0.653796752,0.325
185,A,0.319148936,1.829787234,5.142857143,0.234042553,-2.110486284,-1.730698272,0.425531915
185,S,0.333333333,2.363636364,10,0.121212121,0.339636573,-0.653796752,0.454545455
